Direction,ID,LEN,PLC,DATA,CRC,
"to",0x08,0x02,0xFD,"0x3C",0xCB,
"from",0x0D,0x02,0xFD,"0x3C",0xCE,
"to",0x0A,0x06,0xF9,"0x3D 0x02 0x00 0x19 0xA5",0x76,
"from",0x0D,0x02,0xFD,"0x3D",0xCF,
"from",0x3F,0x03,0xFC,"0xA6 0x00",0x66,
"from",0x53,0x03,0xFC,"0xA7 0x01",0x0A,
"to",0x52,0x04,0xFB,"0x3E 0x01 0x39",0xAB,
"from",0x0D,0x02,0xFD,"0x3E",0xCC,
"to",0x0A,0x06,0xF9,"0x3F 0x02 0x00 0x16 0xA7",0x79,
"from",0x0D,0x02,0xFD,"0x3F",0xCD,
"from",0x3D,0x02,0xFD,"0xA8",0x6A,
"to",0x0A,0x06,0xF9,"0x40 0x02 0x00 0x0A 0xA8",0x15,
"from",0x0D,0x02,0xFD,"0x40",0xB2,
"from",0x55,0x04,0xFB,"0xA9 0x0A 0x3C",0x35,
"to",0x0A,0x06,0xF9,"0x41 0x02 0x00 0x0C 0xA9",0x13,
"from",0x0D,0x02,0xFD,"0x41",0xB3,
"from",0x31,0x4E,0xB1,"0xAA 0x01 0x01 0x14 0x0C 0x38 0x0A 0x00 0x00 0x00 0xFF 0x00 0x00 0x00 0x00 0x00 0xFC 0x00 0x3F 0x00 0x00 0x00 0xC0 0x03 0x00 0xC0 0x03 0x00 0x00 0x38 0x00 0x00 0x00 0x1C 0x00 0x00 0x06 0x00 0x00 0x00 0x60 0x00 0x80 0x01 0x00 0x00 0x00 0x80 0x01 0x60 0x00 0x00 0x00 0x00 0x00 0x06 0x18 0x00 0x00 0x00 0x00 0x00 0x18 0x06 0x00 0x00 0x00 0x00 0x00 0x60 0x01 0x00 0x00 0x00 0x00 0x00 0x80",0xB1,
"from",0x39,0x08,0xF7,"0xAB 0x01 0x02 0x00 0x29 0x1B 0x18",0x44,
"from",0x31,0x38,0xC7,"0xAC 0x01 0x00 0x0B 0x29 0x1B 0x0C 0x3F 0x00 0x00 0x00 0xC1 0x07 0x00 0x00 0x01 0x78 0x00 0x00 0x03 0x80 0x03 0x00 0xFC 0x03 0x0C 0x00 0x00 0x3C 0x30 0x00 0x00 0xC0 0xC1 0x00 0x00 0x00 0x06 0x07 0x00 0x00 0x18 0x04 0x00 0x00 0x60 0x04 0x00 0x00 0x80 0x05 0x00 0x00 0x00 0x06",0x52,
"from",0x39,0x08,0xF7,"0xAD 0x01 0x00 0x00 0x29 0x01 0x0F",0x4D,
"from",0x39,0x08,0xF7,"0xAE 0x01 0x00 0x00 0x43 0x01 0x18",0x33,
"from",0x39,0x08,0xF7,"0xAF 0x01 0x02 0x00 0x45 0x0B 0x35",0x11,
"from",0x39,0x08,0xF7,"0xB0 0x01 0x02 0x00 0x00 0x50 0xE0",0xC5,
"from",0x39,0x08,0xF7,"0xB1 0x01 0x02 0xC8 0x0C 0x1B 0x18",0xB3,
"from",0x31,0x38,0xC7,"0xB2 0x01 0x00 0xC9 0x0C 0x1B 0x0C 0x03 0x00 0x00 0x00 0x0D 0x00 0x00 0x00 0x31 0x00 0x00 0x00 0xC1 0x00 0x00 0x00 0x07 0x03 0x00 0x00 0x18 0x1C 0x00 0x00 0x60 0xE0 0x01 0x00 0x80 0x01 0xFE 0x01 0x00 0x0E 0x00 0x06 0x00 0xF0 0x00 0x04 0x00 0x00 0x1F 0x04 0x00 0x00 0xE0 0x07",0xAE,
"from",0x39,0x08,0xF7,"0xB3 0x01 0x00 0xC8 0x0C 0x01 0x18",0xA9,
"from",0x39,0x08,0xF7,"0xB4 0x01 0x00 0xD1 0x26 0x01 0x0F",0x8A,
"from",0x39,0x08,0xF7,"0xB5 0x01 0x02 0x00 0x0C 0x1B 0x18",0x7F,
"from",0x31,0x38,0xC7,"0xB6 0x01 0x00 0x0B 0x0C 0x1B 0x0C 0x00 0x00 0xE0 0x07 0x00 0x00 0x1F 0x04 0x00 0xF0 0x00 0x04 0x00 0x0E 0x00 0x06 0x80 0x01 0xFE 0x01 0x60 0xE0 0x01 0x00 0x18 0x1C 0x00 0x00 0x07 0x03 0x00 0x00 0xC1 0x00 0x00 0x00 0x31 0x00 0x00 0x00 0x0D 0x00 0x00 0x00 0x03 0x00 0x00 0x00",0x68,
"from",0x39,0x08,0xF7,"0xB7 0x01 0x00 0x00 0x0C 0x01 0x18",0x65,
"from",0x39,0x08,0xF7,"0xB8 0x01 0x00 0x00 0x26 0x01 0x0F",0x57,
"from",0x39,0x08,0xF7,"0xB9 0x01 0x02 0x00 0x29 0x1B 0x18",0x56,
"from",0x31,0x38,0xC7,"0xBA 0x01 0x00 0x0B 0x29 0x1B 0x0C 0x3F 0x00 0x00 0x00 0xC1 0x07 0x00 0x00 0x01 0x78 0x00 0x00 0x03 0x80 0x03 0x00 0xFC 0x03 0x0C 0x00 0x00 0x3C 0x30 0x00 0x00 0xC0 0xC1 0x00 0x00 0x00 0x06 0x07 0x00 0x00 0x18 0x04 0x00 0x00 0x60 0x04 0x00 0x00 0x80 0x05 0x00 0x00 0x00 0x06",0x44,
"from",0x39,0x08,0xF7,"0xBB 0x01 0x00 0x00 0x29 0x01 0x0F",0x5B,
"from",0x39,0x08,0xF7,"0xBC 0x01 0x00 0x00 0x43 0x01 0x18",0x21,
"from",0x39,0x08,0xF7,"0xBD 0x01 0x02 0x00 0x45 0x0B 0x35",0x03,
"from",0x39,0x08,0xF7,"0xBE 0x01 0x02 0xC8 0x29 0x1B 0x18",0x99,
"from",0x31,0x38,0xC7,"0xBF 0x01 0x00 0xC9 0x29 0x1B 0x0C 0x00 0x00 0x00 0x06 0x00 0x00 0x80 0x05 0x00 0x00 0x60 0x04 0x00 0x00 0x18 0x04 0x00 0x00 0x06 0x07 0x00 0xC0 0xC1 0x00 0x00 0x3C 0x30 0x00 0xFC 0x03 0x0C 0x00 0x03 0x80 0x03 0x00 0x01 0x78 0x00 0x00 0xC1 0x07 0x00 0x00 0x3F 0x00 0x00 0x00",0x83,
"from",0x39,0x08,0xF7,"0xC0 0x01 0x00 0xD1 0x29 0x01 0x0F",0xF1,
"from",0x39,0x08,0xF7,"0xC1 0x01 0x00 0xC8 0x43 0x01 0x18",0x94,
"from",0x39,0x08,0xF7,"0xC2 0x01 0x02 0x3A 0x00 0x0B 0x2F",0x19,
"from",0x39,0x08,0xF7,"0xC3 0x01 0x02 0x69 0x00 0x0B 0x06",0x62,
"from",0x31,0x0D,0xF2,"0xC4 0x01 0x00 0x69 0x02 0x07 0x05 0x3E 0x41 0x41 0x41 0x22",0x3F,
"from",0x39,0x08,0xF7,"0xC5 0x01 0x02 0x6F 0x00 0x0B 0x06",0x62,
"from",0x31,0x0D,0xF2,"0xC6 0x01 0x00 0x70 0x04 0x05 0x05 0x0E 0x11 0x11 0x1F 0x10",0x7C,
"from",0x39,0x08,0xF7,"0xC7 0x01 0x02 0x75 0x00 0x0B 0x05",0x79,
"from",0x31,0x0C,0xF3,"0xC8 0x01 0x00 0x76 0x04 0x05 0x04 0x1F 0x02 0x01 0x01",0x69,
"from",0x39,0x08,0xF7,"0xC9 0x01 0x02 0x7A 0x00 0x0B 0x2B",0x56,
"from",0x39,0x08,0xF7,"0xCA 0x01 0x02 0x35 0x45 0x0B 0x76",0x02,
"from",0x31,0x1E,0xE1,"0xCB 0x01 0x01 0x60 0x46 0x09 0x0B 0xFF 0x01 0xFF 0x01 0xFB 0x01 0x83 0x01 0xFB 0x01 0xFF 0x01 0x83 0x01 0xEB 0x01 0xF7 0x01 0xFF 0x01 0xFF 0x01",0xC3,
"from",0x39,0x08,0xF7,"0xCC 0x01 0x02 0x6C 0x45 0x0B 0x15",0x3E,
"from",0x31,0x0D,0xF2,"0xCD 0x01 0x00 0x6D 0x47 0x07 0x05 0x06 0x49 0x49 0x49 0x3E",0x5B,
"from",0x31,0x09,0xF6,"0xCE 0x01 0x00 0x73 0x4A 0x04 0x01 0x09",0x34,
"from",0x31,0x0D,0xF2,"0xCF 0x01 0x00 0x75 0x47 0x07 0x05 0x4F 0x49 0x49 0x49 0x30",0x06,
"from",0x31,0x0D,0xF2,"0xD0 0x01 0x00 0x7B 0x47 0x07 0x05 0x01 0x01 0x79 0x05 0x03",0x5E,
"from",0x39,0x08,0xF7,"0xD1 0x01 0x02 0x18 0x0D 0x37 0xB0",0x86,
"from",0x39,0x08,0xF7,"0xD2 0x01 0x02 0x14 0x17 0x23 0x04",0x33,
"from",0x39,0x08,0xF7,"0xD3 0x01 0x02 0xC8 0x17 0x23 0x04",0xEE,
"from",0x39,0x08,0xF7,"0xD4 0x01 0x00 0x1D 0x0C 0x01 0xA5",0xA6,
"from",0x39,0x08,0xF7,"0xD5 0x01 0x00 0x1D 0x43 0x01 0xA5",0xE8,
"from",0x31,0x4E,0xB1,"0xD6 0x01 0x01 0xC2 0x0C 0x38 0x0A 0x01 0x00 0x00 0x00 0x00 0x00 0x80 0x06 0x00 0x00 0x00 0x00 0x00 0x60 0x18 0x00 0x00 0x00 0x00 0x00 0x18 0x60 0x00 0x00 0x00 0x00 0x00 0x06 0x80 0x01 0x00 0x00 0x00 0x80 0x01 0x00 0x06 0x00 0x00 0x00 0x60 0x00 0x00 0x38 0x00 0x00 0x00 0x1C 0x00 0x00 0xC0 0x03 0x00 0xC0 0x03 0x00 0x00 0x00 0xFC 0x00 0x3F 0x00 0x00 0x00 0x00 0x00 0xFF 0x00 0x00 0x00",0x1B,
"from",0x39,0x08,0xF7,"0xD7 0x01 0x00 0x26 0x0F 0x0C 0x64",0x51,
"from",0x31,0x0D,0xF2,"0xD8 0x01 0x02 0x27 0x11 0x07 0x05 0x7E 0x09 0x09 0x09 0x7E",0x28,
"to",0x0A,0x06,0xF9,"0x42 0x02 0x00 0xD3 0xB1",0xD7,
"from",0x0D,0x02,0xFD,"0x42",0xB0,
"from",0x31,0x0D,0xF2,"0xD9 0x01 0x02 0x2D 0x13 0x05 0x05 0x0F 0x10 0x10 0x10 0x1F",0x2A,
"from",0x31,0x0D,0xF2,"0xDA 0x01 0x02 0x33 0x11 0x07 0x05 0x38 0x44 0x44 0x44 0x7F",0x34,
"from",0x31,0x09,0xF6,"0xDB 0x01 0x02 0x39 0x11 0x07 0x01 0x7D",0x45,
"from",0x31,0x0A,0xF5,"0xDC 0x01 0x02 0x3B 0x0F 0x07 0x02 0x00 0x00",0x20,
"from",0x31,0x0D,0xF2,"0xDD 0x01 0x02 0x3E 0x13 0x07 0x05 0x7F 0x11 0x11 0x11 0x0E",0x5F,
"from",0x31,0x0D,0xF2,"0xDE 0x01 0x02 0x44 0x13 0x05 0x05 0x0E 0x11 0x11 0x1F 0x10",0x45,
"from",0x31,0x0C,0xF3,"0xDF 0x01 0x02 0x4A 0x13 0x05 0x04 0x1F 0x02 0x01 0x01",0x57,
"from",0x31,0x0C,0xF3,"0xE0 0x01 0x02 0x4F 0x11 0x07 0x04 0x7F 0x10 0x28 0x44",0x73,
"from",0x31,0x09,0xF6,"0xE1 0x01 0x02 0x54 0x11 0x07 0x01 0x7D",0x12,
"from",0x31,0x0D,0xF2,"0xE2 0x01 0x02 0x56 0x13 0x05 0x05 0x1F 0x01 0x01 0x01 0x1E",0x6A,
"from",0x31,0x0D,0xF2,"0xE3 0x01 0x02 0x5C 0x13 0x07 0x05 0x0E 0x51 0x51 0x51 0x3F",0x03,
"from",0x31,0x0A,0xF5,"0xE4 0x01 0x02 0x62 0x0F 0x07 0x02 0x00 0x00",0x41,
"from",0x31,0x0D,0xF2,"0xE5 0x01 0x02 0x65 0x13 0x05 0x05 0x12 0x15 0x15 0x15 0x08",0x51,
"from",0x31,0x0D,0xF2,"0xE6 0x01 0x02 0x6B 0x13 0x07 0x05 0x0F 0x50 0x50 0x50 0x3F",0x31,
"to",0x0A,0x06,0xF9,"0x43 0x02 0x02 0x39 0xCF",0x40,
"from",0x0D,0x02,0xFD,"0x43",0xB1,
"from",0x31,0x0D,0xF2,"0xE7 0x01 0x02 0x71 0x13 0x05 0x05 0x12 0x15 0x15 0x15 0x08",0x47,
"from",0x31,0x0C,0xF3,"0xE8 0x01 0x02 0x77 0x11 0x07 0x04 0x04 0x3F 0x44 0x40",0x7F,
"from",0x31,0x0D,0xF2,"0xE9 0x01 0x02 0x7C 0x13 0x05 0x05 0x0E 0x15 0x15 0x15 0x06",0x56,
"from",0x31,0x0F,0xF0,"0xEA 0x01 0x02 0x82 0x13 0x05 0x07 0x1F 0x01 0x01 0x0E 0x01 0x01 0x1E",0xBB,
"from",0x39,0x08,0xF7,"0xEB 0x01 0x02 0x25 0x0F 0x0C 0x01",0x09,
"from",0x39,0x08,0xF7,"0xEC 0x01 0x02 0xBD 0x0F 0x09 0x05",0x97,
"from",0x31,0x0C,0xF3,"0xED 0x01 0x00 0xBD 0x11 0x07 0x04 0x7F 0x3E 0x1C 0x08",0xD8,
"from",0x39,0x08,0xF7,"0xEE 0x01 0x02 0x26 0x1C 0x0C 0x60",0x7D,
"from",0x31,0x0D,0xF2,"0xEF 0x01 0x00 0x27 0x1E 0x07 0x05 0x7F 0x49 0x49 0x49 0x36",0x1B,
"from",0x31,0x0D,0xF2,"0xF0 0x01 0x00 0x2D 0x20 0x05 0x05 0x0E 0x11 0x11 0x1F 0x10",0x33,
"from",0x31,0x0C,0xF3,"0xF1 0x01 0x00 0x33 0x20 0x05 0x04 0x0E 0x11 0x11 0x11",0x33,
"from",0x31,0x0C,0xF3,"0xF2 0x01 0x00 0x38 0x1E 0x07 0x04 0x7F 0x10 0x28 0x44",0x1B,
"from",0x31,0x0D,0xF2,"0xF3 0x01 0x00 0x3D 0x20 0x07 0x05 0x0E 0x51 0x51 0x51 0x3F",0x43,
"from",0x31,0x0C,0xF3,"0xF4 0x01 0x00 0x43 0x20 0x05 0x04 0x1F 0x02 0x01 0x01",0x44,
"from",0x31,0x0D,0xF2,"0xF5 0x01 0x00 0x48 0x20 0x05 0x05 0x0E 0x11 0x11 0x11 0x0E",0x43,
"from",0x31,0x0D,0xF2,"0xF6 0x01 0x00 0x4E 0x20 0x05 0x05 0x0F 0x10 0x10 0x10 0x1F",0x57,
"from",0x31,0x0D,0xF2,"0xF7 0x01 0x00 0x54 0x20 0x05 0x05 0x1F 0x01 0x01 0x01 0x1E",0x4C,
"from",0x31,0x0D,0xF2,"0xF8 0x01 0x00 0x5A 0x1E 0x07 0x05 0x38 0x44 0x44 0x44 0x7F",0x72,
"from",0x31,0x0A,0xF5,"0xF9 0x01 0x00 0x60 0x1C 0x07 0x02 0x00 0x00",0x4F,
"from",0x31,0x09,0xF6,"0xFA 0x01 0x00 0x63 0x1E 0x07 0x01 0x7F",0x31,
"from",0x31,0x09,0xF6,"0xFB 0x01 0x00 0x65 0x1E 0x07 0x01 0x7D",0x34,
"from",0x31,0x0D,0xF2,"0xFC 0x01 0x00 0x67 0x20 0x07 0x05 0x0E 0x51 0x51 0x51 0x3F",0x16,
"from",0x31,0x0D,0xF2,"0xFD 0x01 0x00 0x6D 0x1E 0x07 0x05 0x7F 0x04 0x04 0x04 0x78",0x40,
"from",0x31,0x0C,0xF3,"0xFE 0x01 0x00 0x73 0x1E 0x07 0x04 0x04 0x3F 0x44 0x40",0x60,
"from",0x31,0x09,0xF6,"0xFF 0x01 0x00 0x78 0x1E 0x07 0x01 0x7D",0x2D,
"from",0x31,0x0D,0xF2,"0x00 0x01 0x00 0x7A 0x20 0x05 0x05 0x1F 0x01 0x01 0x01 0x1E",0x95,
"from",0x31,0x0D,0xF2,"0x01 0x01 0x00 0x80 0x20 0x07 0x05 0x0E 0x51 0x51 0x51 0x3F",0x0C,
"from",0x39,0x08,0xF7,"0x02 0x01 0x02 0x25 0x1C 0x0C 0x01",0xF3,
"from",0x39,0x08,0xF7,"0x03 0x01 0x02 0x9E 0x1E 0x07 0x23",0x62,
"from",0x39,0x08,0xF7,"0x04 0x01 0x00 0xA0 0x21 0x01 0x1F",0x5C,
"from",0x39,0x08,0xF7,"0x05 0x01 0x00 0xA0 0x20 0x03 0x01",0x40,
"from",0x39,0x08,0xF7,"0x06 0x01 0x00 0xBE 0x20 0x03 0x01",0x5D,
"from",0x39,0x08,0xF7,"0x07 0x01 0x00 0xAE 0x1F 0x05 0x03",0x77,
"from",0x39,0x08,0xF7,"0x08 0x01 0x02 0x26 0x29 0x0C 0x48",0x86,
"from",0x31,0x0D,0xF2,"0x09 0x01 0x00 0x27 0x2B 0x07 0x05 0x3E 0x41 0x41 0x41 0x22",0x95,
"from",0x31,0x0D,0xF2,"0x0A 0x01 0x00 0x2D 0x2D 0x05 0x05 0x0E 0x15 0x15 0x15 0x06",0xD8,
"from",0x31,0x0D,0xF2,"0x0B 0x01 0x00 0x33 0x2D 0x05 0x05 0x1F 0x01 0x01 0x01 0x1E",0xDA,
"from",0x31,0x0C,0xF3,"0x0C 0x01 0x00 0x39 0x2B 0x07 0x04 0x04 0x3F 0x44 0x40",0xED,
"from",0x31,0x0C,0xF3,"0x0D 0x01 0x00 0x3E 0x2D 0x05 0x04 0x1F 0x02 0x01 0x01",0xCD,
"from",0x31,0x0D,0xF2,"0x0E 0x01 0x00 0x43 0x2D 0x05 0x05 0x0E 0x11 0x11 0x1F 0x10",0xAE,
"to",0x0A,0x06,0xF9,"0x44 0x02 0x02 0x0E 0xEF",0x50,
"from",0x0D,0x02,0xFD,"0x44",0xB6,
"from",0x31,0x09,0xF6,"0x0F 0x01 0x00 0x49 0x2B 0x07 0x01 0x7F",0xDB,
"from",0x31,0x0A,0xF5,"0x10 0x01 0x00 0x4B 0x29 0x07 0x02 0x00 0x00",0xB8,
"from",0x31,0x09,0xF6,"0x11 0x01 0x00 0x4E 0x2B 0x07 0x01 0x7F",0xC2,
"from",0x31,0x0D,0xF2,"0x12 0x01 0x00 0x50 0x2D 0x05 0x05 0x0E 0x11 0x11 0x11 0x0E",0xB1,
"from",0x31,0x0C,0xF3,"0x13 0x01 0x00 0x56 0x2D 0x05 0x04 0x0E 0x11 0x11 0x11",0xB9,
"from",0x31,0x0C,0xF3,"0x14 0x01 0x00 0x5B 0x2B 0x07 0x04 0x7F 0x10 0x28 0x44",0xAB,
"from",0x31,0x09,0xF6,"0x15 0x01 0x00 0x60 0x2B 0x07 0x01 0x7D",0xEA,
"from",0x31,0x0D,0xF2,"0x16 0x01 0x00 0x62 0x2D 0x05 0x05 0x1F 0x01 0x01 0x01 0x1E",0x96,
"from",0x31,0x0D,0xF2,"0x17 0x01 0x00 0x68 0x2D 0x07 0x05 0x0E 0x51 0x51 0x51 0x3F",0xFF,
"from",0x39,0x08,0xF7,"0x18 0x01 0x02 0x25 0x29 0x0C 0x01",0xDC,
"from",0x39,0x08,0xF7,"0x19 0x01 0x02 0xBD 0x29 0x09 0x05",0x44,
"from",0x31,0x0C,0xF3,"0x1A 0x01 0x00 0xBD 0x2B 0x07 0x04 0x7F 0x22 0x14 0x08",0x01,
"from",0x39,0x08,0xF7,"0x1B 0x01 0x02 0x26 0x36 0x0C 0x4F",0x8D,
"from",0x31,0x0C,0xF3,"0x1C 0x01 0x00 0x27 0x38 0x07 0x04 0x7F 0x49 0x49 0x41",0xF1,
"from",0x31,0x0D,0xF2,"0x1D 0x01 0x00 0x2C 0x3A 0x05 0x05 0x11 0x0A 0x04 0x0A 0x11",0xC0,
"from",0x31,0x0C,0xF3,"0x1E 0x01 0x00 0x32 0x38 0x07 0x04 0x04 0x3F 0x44 0x40",0xE7,
"from",0x31,0x0D,0xF2,"0x1F 0x01 0x00 0x37 0x3A 0x05 0x05 0x0E 0x15 0x15 0x15 0x06",0xC0,
"from",0x31,0x0C,0xF3,"0x20 0x01 0x00 0x3D 0x3A 0x05 0x04 0x1F 0x02 0x01 0x01",0xF4,
"from",0x31,0x09,0xF6,"0x21 0x01 0x00 0x42 0x38 0x07 0x01 0x7D",0xEF,
"from",0x31,0x0D,0xF2,"0x22 0x01 0x00 0x44 0x3A 0x05 0x05 0x0E 0x11 0x11 0x11 0x0E",0x82,
"from",0x31,0x0C,0xF3,"0x23 0x01 0x00 0x4A 0x3A 0x05 0x04 0x1F 0x02 0x01 0x01",0x80,
"from",0x31,0x0A,0xF5,"0x24 0x01 0x00 0x4F 0x36 0x07 0x02 0x00 0x00",0x97,
"from",0x31,0x09,0xF6,"0x25 0x01 0x00 0x52 0x38 0x07 0x01 0x7F",0xF9,
"from",0x31,0x09,0xF6,"0x26 0x01 0x00 0x54 0x38 0x07 0x01 0x7D",0xFE,
"from",0x31,0x0D,0xF2,"0x27 0x01 0x00 0x56 0x3A 0x07 0x05 0x0E 0x51 0x51 0x51 0x3F",0xE6,
"from",0x31,0x0D,0xF2,"0x28 0x01 0x00 0x5C 0x38 0x07 0x05 0x7F 0x04 0x04 0x04 0x78",0x82,
"from",0x31,0x0C,0xF3,"0x29 0x01 0x00 0x62 0x38 0x07 0x04 0x04 0x3F 0x44 0x40",0x80,
"from",0x31,0x09,0xF6,"0x2A 0x01 0x00 0x67 0x38 0x07 0x01 0x7D",0xC1,
"from",0x31,0x0D,0xF2,"0x2B 0x01 0x00 0x69 0x3A 0x05 0x05 0x1F 0x01 0x01 0x01 0x1E",0xB7,
"from",0x31,0x0D,0xF2,"0x2C 0x01 0x00 0x6F 0x3A 0x07 0x05 0x0E 0x51 0x51 0x51 0x3F",0xD4,
"from",0x39,0x08,0xF7,"0x2D 0x01 0x02 0x25 0x36 0x0C 0x01",0xF6,
"from",0x39,0x08,0xF7,"0x2E 0x01 0x02 0xBD 0x36 0x09 0x05",0x6C,
"from",0x31,0x0C,0xF3,"0x2F 0x01 0x00 0xBD 0x38 0x07 0x04 0x7F 0x22 0x14 0x08",0x27,
"from",0x39,0x08,0xF7,"0x30 0x01 0x00 0x1F 0x0C 0x01 0x05",0xE0,
"from",0x39,0x08,0xF7,"0x31 0x01 0x02 0x1F 0x43 0x01 0x05",0xAC,
"from",0x39,0x08,0xF7,"0x32 0x01 0x00 0x1F 0x41 0x01 0x05",0xAF,
"from",0x39,0x08,0xF7,"0x33 0x01 0x00 0x20 0x42 0x01 0x03",0x94,
"from",0x39,0x08,0xF7,"0x34 0x01 0x00 0x21 0x43 0x01 0x01",0x91,
"to",0x0A,0x06,0xF9,"0x45 0x02 0x02 0x47 0x18",0xEF,
"from",0x0D,0x02,0xFD,"0x45",0xB7,
"from",0x39,0x08,0xF7,"0x35 0x01 0x00 0x1B 0x14 0x01 0x0A",0xF6,
"from",0x31,0x10,0xEF,"0x36 0x01 0x01 0x13 0x12 0x05 0x08 0x00 0x00 0x00 0x00 0x0E 0x1F 0x1F 0x0F",0xF5,
"from",0x31,0x4E,0xB1,"0x37 0x01 0x01 0x14 0x0C 0x38 0x0A 0x00 0x00 0x00 0xFF 0x00 0x00 0x00 0x00 0x00 0xFC 0x00 0x3F 0x00 0x00 0x00 0xC0 0x03 0x00 0xC0 0x03 0x00 0x00 0x38 0x00 0x00 0x00 0x1C 0x00 0x00 0x06 0x00 0x00 0x00 0x60 0x00 0x80 0x01 0x00 0x00 0x00 0x80 0x01 0x60 0x00 0x00 0x00 0x00 0x00 0x06 0x18 0x00 0x00 0x00 0x00 0x00 0x18 0x06 0x00 0x00 0x00 0x00 0x00 0x60 0x01 0x00 0x00 0x00 0x00 0x00 0x80",0x2C
"from",0x31,0x4E,0xB1,"0x38 0x01 0x01 0x14 0x0C 0x38 0x0A 0x00 0x00 0x00 0xFF 0x00 0x00 0x00 0x00 0x00 0xFC 0x00 0x3F 0x00 0x00 0x00 0xC0 0x03 0x00 0xC0 0x03 0x00 0x00 0x38 0x00 0x00 0x00 0x1C 0x00 0x00 0x06 0x00 0x00 0x00 0x60 0x00 0x80 0x01 0x00 0x00 0x00 0x80 0x01 0x60 0x00 0x00 0x00 0x00 0x00 0x06 0x18 0x00 0x00 0x00 0x00 0x00 0x18 0x06 0x00 0x00 0x00 0x00 0x00 0x60 0x01 0x00 0x00 0x00 0x00 0x00 0x80",0x23,
"from",0x3D,0x02,0xFD,"0x39",0xFB,
"to",0x0A,0x06,0xF9,"0x46 0x02 0x02 0x43 0x39",0xC9,
"from",0x0D,0x02,0xFD,"0x46",0xB4,
"from",0x07,0x02,0xFD,"0x3A",0xC2,
"to",0x08,0x02,0xFD,"0x47",0xB0,
"from",0x0D,0x02,0xFD,"0x47",0xB5,
"to",0x0A,0x06,0xF9,"0x48 0x02 0x00 0x0F 0x3A",0x8A,
"from",0x0D,0x02,0xFD,"0x48",0xBA,
"from",0x53,0x03,0xFC,"0x3B 0x01",0x96,
"to",0x52,0x04,0xFB,"0x49 0x01 0x39",0xDC,
"from",0x0D,0x02,0xFD,"0x49",0xBB,
"to",0x0A,0x06,0xF9,"0x4A 0x02 0x00 0x10 0x3B",0x96,
"from",0x0D,0x02,0xFD,"0x4A",0xB8,
"from",0x3D,0x02,0xFD,"0x3C",0xFE,
"to",0x0A,0x06,0xF9,"0x4B 0x02 0x00 0x0A 0x3C",0x8A,
"from",0x0D,0x02,0xFD,"0x4B",0xB9,
"from",0x55,0x04,0xFB,"0x3D 0x0A 0x3C",0xA1,
"to",0x0A,0x06,0xF9,"0x4C 0x02 0x00 0x0C 0x3D",0x8A,
"from",0x0D,0x02,0xFD,"0x4C",0xBE,
"from",0x3D,0x02,0xFD,"0x3E",0xFC,
"from",0x07,0x02,0xFD,"0x3F",0xC7,
"to",0x08,0x02,0xFD,"0x4D",0xBA,
"from",0x0D,0x02,0xFD,"0x4D",0xBF,
"to",0x0A,0x06,0xF9,"0x4E 0x02 0x00 0x14 0x3F",0x92,
"from",0x0D,0x02,0xFD,"0x4E",0xBC,
"from",0x3F,0x03,0xFC,"0x40 0x00",0x80,
"from",0x53,0x03,0xFC,"0x41 0x01",0xEC,
"to",0x52,0x04,0xFB,"0x4F 0x01 0x39",0xDA,
"from",0x0D,0x02,0xFD,"0x4F",0xBD,
"to",0x0A,0x06,0xF9,"0x50 0x02 0x00 0x16 0x41",0xF0,
"from",0x0D,0x02,0xFD,"0x50",0xA2,
"from",0x55,0x04,0xFB,"0x42 0x0A 0x3C",0xDE,
"to",0x0A,0x06,0xF9,"0x51 0x02 0x00 0x0C 0x42",0xE8,
"from",0x0D,0x02,0xFD,"0x51",0xA3,
"from",0x3D,0x02,0xFD,"0x43",0x81,
"from",0x3D,0x02,0xFD,"0x44",0x86,
"to",0x0A,0x06,0xF9,"0x52 0x02 0x00 0x0F 0x44",0xEE,
"from",0x0D,0x02,0xFD,"0x52",0xA0,
"from",0x39,0x08,0xF7,"0x45 0x01 0x02 0x00 0x00 0x50 0xE0",0x30,
"from",0x39,0x08,0xF7,"0x46 0x01 0x02 0xC8 0x0C 0x1B 0x18",0x44,
"from",0x31,0x38,0xC7,"0x47 0x01 0x00 0xC9 0x0C 0x1B 0x0C 0x03 0x00 0x00 0x00 0x0D 0x00 0x00 0x00 0x31 0x00 0x00 0x00 0xC1 0x00 0x00 0x00 0x07 0x03 0x00 0x00 0x18 0x1C 0x00 0x00 0x60 0xE0 0x01 0x00 0x80 0x01 0xFE 0x01 0x00 0x0E 0x00 0x06 0x00 0xF0 0x00 0x04 0x00 0x00 0x1F 0x04 0x00 0x00 0xE0 0x07",0x5B,
"from",0x39,0x08,0xF7,"0x48 0x01 0x00 0xC8 0x0C 0x01 0x18",0x52,
"from",0x39,0x08,0xF7,"0x49 0x01 0x00 0xD1 0x26 0x01 0x0F",0x77,
"from",0x39,0x08,0xF7,"0x4A 0x01 0x02 0xAD 0x00 0x0B 0x33",0x1A,
"from",0x31,0x0F,0xF0,"0x4B 0x01 0x00 0xAE 0x02 0x07 0x07 0x7F 0x20 0x10 0x08 0x10 0x20 0x7F",0x20,
